controller,difficulty,seed,success,collision,timeout,steps,time_s,path_m,min_range_m,progress,max_tilt_deg,motor_saturation_frac,motor_effort,decision_us
flywire_bilateral_6dof,sparse,15000,True,False,False,1320,26.400000000000002,94.2553605620004,2.3286143820367253,0.9751446409724513,32.66259238120584,0.006060606060606061,446.9034566375177,372.3917809442024
flywire_bilateral_6dof,sparse,15001,True,False,False,1234,24.68,92.74285199073812,3.990550196248747,0.9757730828763491,29.49427986844738,0.0,417.02596707472514,375.79873725952746
flywire_bilateral_6dof,sparse,15002,True,False,False,1231,24.62,92.51597479990772,4.0964764064110994,0.97597965366059,33.926161348518406,0.01949634443541836,424.5166708682017,371.5924370214464
flywire_bilateral_6dof,sparse,15003,True,False,False,1336,26.72,95.35224352738138,2.3263293166623322,0.9757320831665718,27.233845250239515,0.014970059880239521,453.03073892259965,364.3671012675936
flywire_bilateral_6dof,sparse,15004,True,False,False,918,18.36,66.65785112654494,2.734903101158849,0.975183009976174,33.58913938730163,0.004357298474945534,302.4194352575773,362.39103596333575
flywire_bilateral_6dof,sparse,15005,True,False,False,1679,33.58,118.79505317979856,3.819592510195913,0.9758262682696611,39.261922481521616,0.023823704586063133,595.7310706126221,371.32820081231847
flywire_bilateral_6dof,sparse,15006,True,False,False,942,18.84,68.05788825864539,0.7634172843629616,0.9751376274055102,27.038356017315248,0.0,312.25156594971963,377.0945087604035
flywire_bilateral_6dof,sparse,15007,True,False,False,791,15.82,62.393907335250915,3.4750578808423676,0.975308827154537,27.041672779531158,0.0,258.64780954741013,388.04900050492523
flywire_bilateral_6dof,sparse,15008,True,False,False,821,16.42,63.62584500619999,4.871225387071373,0.9754290912642468,27.03722466968456,0.0,267.58989606262037,371.69183584074807
flywire_bilateral_6dof,sparse,15009,True,False,False,1307,26.14,94.12672277076203,4.047927464624924,0.9755715157082103,33.88118716667978,0.030604437643458302,451.16861886455644,385.0367014575465
flywire_bilateral_6dof,sparse,15010,True,False,False,1289,25.78,94.5342680478408,2.868090822144392,0.975675509793602,29.436047055606437,0.0031031807602792862,436.43211114897974,379.75790196793275
