controller,difficulty,seed,success,collision,timeout,steps,time_s,path_m,min_range_m,progress,decision_us
modified_fly_3d,dense,12000,True,False,False,330,26.400000000000002,97.80329379471247,0.672123196030834,0.9789888085691942,101.41501393677159
modified_fly_3d,dense,12001,True,False,False,262,20.96,72.27325921089731,1.072956162267796,0.9753715129025667,103.82158407152325
modified_fly_3d,dense,12002,True,False,False,265,21.2,84.18035332489578,3.0513663436910052,0.9755367802797396,97.81692203415453
modified_fly_3d,dense,12003,True,False,False,215,17.2,69.84229716151341,1.2667677984947323,0.9768495617474487,98.39896269705753
modified_fly_3d,dense,12004,True,False,False,303,24.240000000000002,101.9977012947415,2.48133304662403,0.9783740406287288,95.98398505073816
modified_fly_3d,dense,12005,True,False,False,237,18.96,74.32241318020095,1.7193155576368166,0.9752458326862127,99.8795974139077
modified_fly_3d,dense,12006,True,False,False,245,19.6,72.46933154725464,2.1870441651654566,0.9789003133040146,99.06243304817043
modified_fly_3d,dense,12007,True,False,False,247,19.76,77.77556206171815,2.334311849667983,0.9756010459555944,96.54542178609351
modified_fly_3d,dense,12008,True,False,False,219,17.52,74.79517632459074,2.490005912986722,0.9752049316559175,96.82155761774204
modified_fly_3d,dense,12009,True,False,False,228,18.240000000000002,72.47959198085283,1.5353041215935113,0.9789578151888763,98.30940817074294
modified_fly_3d,dense,12010,True,False,False,420,33.6,119.78448896899717,1.690028694963868,0.9768334709042713,101.95089396022793
modified_fly_3d,dense,12011,True,False,False,207,16.56,71.80745124585546,1.8617416533914004,0.9781248219778313,101.17547837387464
modified_fly_3d,dense,12012,True,False,False,366,29.28,115.36132601515082,2.3842969963259755,0.9758513415852442,101.90533154104618
modified_fly_3d,dense,12013,True,False,False,240,19.2,73.29257401409227,0.9921847435797857,0.975134855668163,97.9478754743468
modified_fly_3d,dense,12014,True,False,False,290,23.2,90.30389722670917,2.5350017608549957,0.976063371989983,102.13307546580145
modified_fly_3d,dense,12015,True,False,False,263,21.04,76.57042325315766,2.0058863334696078,0.9755030160198643,100.4281420147351
flywire_graph_3d,dense,12000,False,True,False,140,11.200000000000001,26.182392255922426,0.007785905798211643,0.009341586848391481,237.48231303345943
flywire_graph_3d,dense,12001,False,True,False,126,10.08,23.866296233160018,0.04901804866092049,0.03225954041176271,242.76630840234694
flywire_graph_3d,dense,12002,False,True,False,164,13.120000000000001,37.55873653380499,0.027077562510048395,0.294131620655934,244.68424444643372
flywire_graph_3d,dense,12003,False,True,False,182,14.56,47.41154259068524,9.428189334143943e-05,0.4964443224642777,240.8040323484034
flywire_graph_3d,dense,12004,False,True,False,149,11.92,30.305841465777508,0.018707595692794222,0.17814738095076743,233.9156653150766
flywire_graph_3d,dense,12005,False,True,False,127,10.16,24.332852826287393,0.036363332528462924,0.05702701097890739,240.4496520134349
flywire_graph_3d,dense,12006,False,True,False,170,13.6,41.36259451369784,0.017754554350606563,0.38644717510162696,236.25304764958426
flywire_graph_3d,dense,12007,False,True,False,127,10.16,24.07646402656504,0.034464720042719416,0.04337013788933031,232.49932931457448
flywire_graph_3d,dense,12008,False,True,False,179,14.32,45.26703529774172,0.001107358971655873,0.4550710725493593,232.71297182700488
flywire_graph_3d,dense,12009,False,True,False,136,10.88,25.276063593358646,0.011695605678509864,0.009797338915214948,236.81679928867038
flywire_graph_3d,dense,12010,False,True,False,130,10.4,23.53733720175184,0.007050946706213471,-0.01126169837295432,235.97357123015593
flywire_graph_3d,dense,12011,False,True,False,167,13.36,32.20067298051775,0.013841285956199104,0.08713180180509184,255.02264305871137
flywire_graph_3d,dense,12012,False,True,False,137,10.96,29.253532086358494,0.04469440448602007,0.1885528321563622,242.06945196773015
flywire_graph_3d,dense,12013,False,True,False,145,11.6,30.28941234372386,0.04572658189249407,0.16087654298696108,256.1207635906236
flywire_graph_3d,dense,12014,False,True,False,145,11.6,30.047087558327917,0.007583488098348972,0.1682863470710605,240.32472223364587
flywire_graph_3d,dense,12015,False,True,False,169,13.52,29.246066252421254,0.012647358752276908,0.06695779512940425,263.8515165577141
flywire_bilateral_3d,dense,12000,True,False,False,293,23.44,87.31807666817615,2.222949603995441,0.9787356407641423,348.78791906670654
flywire_bilateral_3d,dense,12001,True,False,False,216,17.28,69.53346671208318,1.6381278741351615,0.9768972686821097,341.2307191023569
flywire_bilateral_3d,dense,12002,True,False,False,281,22.48,86.95260038562262,2.7457056025635014,0.97800830277796,356.8779919926223
flywire_bilateral_3d,dense,12003,True,False,False,305,24.400000000000002,85.65721679040213,1.5632590675827296,0.9777185926216659,344.7787841919382
flywire_bilateral_3d,dense,12004,True,False,False,332,26.560000000000002,94.18217954912699,1.7659086473897925,0.9764273138533518,361.43311366006867
flywire_bilateral_3d,dense,12005,True,False,False,222,17.76,69.57542990033936,1.738547260398431,0.9751231022504303,358.21297179764923
