controller,difficulty,seed,success,collision,timeout,steps,time_s,path_m,min_clearance_m,progress,decision_us
modified_fly,cluttered,7009,True,False,False,239,19.12,62.88119929753262,1.7738530610684702,0.9767421665548679,64.27154749647468
modified_fly,cluttered,7010,True,False,False,306,24.48,70.89146635834153,0.9238877960698408,0.9793064330595898,64.52385523338236
modified_fly,cluttered,7011,False,False,True,650,52.0,154.34856467699814,0.13290833008467517,0.931523136809716,64.59846165783416
modified_fly,cluttered,7012,True,False,False,293,23.44,70.92723046192877,0.5487300692257788,0.9785097468778994,65.76962395548922
modified_fly,cluttered,7013,True,False,False,215,17.2,59.15371516405981,3.2766439558986455,0.980082812983567,64.33441763917027
modified_fly,cluttered,7014,True,False,False,268,21.44,67.610723621154,0.3006789541571253,0.9784410800027639,65.73843364013054
modified_fly,cluttered,7015,True,False,False,255,20.400000000000002,64.83553644880894,2.7293182631838784,0.9762085250408127,65.45490217760351
modified_fly,cluttered,7016,True,False,False,302,24.16,73.83687992291252,1.3105595422169738,0.9807236552178016,63.615232792417736
modified_fly,cluttered,7017,False,True,False,167,13.36,34.72556510616503,0.026397525624475282,0.5135868471311451,63.7604783199906
modified_fly,cluttered,7018,True,False,False,235,18.8,60.838097801899906,1.9545914804735562,0.9776098429806254,64.1617013706251
modified_fly,cluttered,7019,True,False,False,290,23.2,71.43435403963765,0.819635509883333,0.9806196733682068,66.74965592663222
modified_fly,cluttered,7020,True,False,False,255,20.400000000000002,69.98249576269765,2.71736121175627,0.9780260866995035,64.81176527563994
modified_fly,cluttered,7021,True,False,False,218,17.44,58.98809318565128,3.8705442495470446,0.9772850308273221,64.4825685154134
modified_fly,cluttered,7022,True,False,False,282,22.56,71.83332053903436,0.5947353646827813,0.9773107679955498,63.59716334895409
modified_fly,cluttered,7023,True,False,False,346,27.68,77.48437848004211,0.2468675658323618,0.9772254589555043,64.86705211300747
modified_fly,cluttered,7024,True,False,False,390,31.2,90.95629893103903,0.0741022363988666,0.9788387910587306,64.89102580906966
modified_fly,cluttered,7025,True,False,False,293,23.44,67.69540115620048,0.29892408527907,0.9774264491166706,64.59999981307688
modified_fly,cluttered,7026,True,False,False,349,27.92,76.37635132699774,0.0785669136013083,0.9800787959063723,63.72492800781605
modified_fly,cluttered,7027,True,False,False,224,17.92,61.71212673852559,2.5611317148761215,0.9801272247661711,63.54955166898435
modified_fly,cluttered,7028,True,False,False,225,18.0,62.25946375401228,2.1623327628101743,0.9794292655080887,63.6111124832597
modified_fly,cluttered,7029,True,False,False,231,18.48,62.29244789393748,1.1543324533116115,0.9797006146868982,63.500433628048214
classical_vfh,cluttered,7000,True,False,False,275,22.0,49.70760042119928,0.022427609967352824,0.9788247341925563,56.979272260584615
classical_vfh,cluttered,7001,True,False,False,291,23.28,49.66583078485355,0.0357543505388338,0.9785437918493902,56.854638937521486
classical_vfh,cluttered,7002,True,False,False,276,22.080000000000002,49.58479698192413,0.022528078516829808,0.980853215183954,57.66231924349415
classical_vfh,cluttered,7003,True,False,False,220,17.6,49.086138975614965,0.09230624111457342,0.9817227795122992,57.05590896964581
classical_vfh,cluttered,7004,True,False,False,205,16.4,49.33941262094759,0.04145270247789545,0.9814012366469211,59.01512212869598
classical_vfh,cluttered,7005,True,False,False,227,18.16,49.31838926509387,0.03799351182241395,0.9783152179981615,56.470044665982215
classical_vfh,cluttered,7006,True,False,False,205,16.4,49.26900335044927,0.06834737871367236,0.9780812116567711,57.17365888924134
classical_vfh,cluttered,7007,True,False,False,158,12.64,48.87778846005736,0.7948042959326589,0.9775557692011472,57.91582464818147
classical_vfh,cluttered,7008,True,False,False,328,26.240000000000002,52.53035360158293,0.016438889013636437,0.9775942837060265,56.89451205487386
classical_vfh,cluttered,7009,True,False,False,225,18.0,48.9696644376065,0.12022734469169194,0.9793932887521299,57.72888893261552
